play,hit_concat,advancements_concat_sub,advancements_concat,AB,H,HBP,BB,1B,2B,3B,HR,R,SF,SH,
E3/TH/FO/G.3-H(UR);1-2,E3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/FO/G.3-H(UR);1-3;B-1,E3,3-H;1-3;B-1,3-H;1-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/FO/G.3-H(UR)(NR);2-H(UR)(NR);1-3;B-2,E3,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G-,E3,,,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G-.3-H;1-2,E3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G-.3-H(NR)(UR),E3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.1-3,E3,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.1-3;B-1,E3,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.1-3;B-2,E3,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.2-3,E3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.2-3;1-2,E3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.2-3;1-2;B-1,E3,2-3;1-2;B-1,2-3;1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.2-3;B-1,E3,2-3;B-1,2-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G.2-H(NR);B-2,E3,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.2-H(NR)(UR);B-2,E3,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.2-H(UR),E3,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.2-H(UR)(E1/TH)(NR);B-2,E3,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.2-H(UR)(NR),E3,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.2-H(UR)(NR);B-1,E3,2-H;B-1,2-H;B-1,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H;2-H(NR);B-2,E3,3-H;2-H;B-2,3-H;2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H(NR)(UR);2-H(NR)(UR);1-3;B-2,E3,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H(UR);2-H(UR);1-3,E3,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H(UR)(NR),E3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H(UR)(NR);2-3;1-2,E3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.3-H(UR)(NR);2-H(UR)(NR);1-3;B-2,E3,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/G.B-1,E3,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH/G/MREV.3-H(NR)(UR),E3,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH/SH/BG.1-3,E3,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,1,
E3/TH/SH/BG.2-3;1-2,E3,2-3;1-2,2-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
E3/TH1/BG.1-2,E3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G,E3,,,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G-,E3,,,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G-.2-3;B-1,E3,2-3;B-1,2-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G.2-3,E3,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G.2-H(NR)(UR);B-2,E3,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH1/G.2-H(UR);B-2,E3,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH1/G.2-H(UR)(NR);BX2(4),E3,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH1/G.B-1,E3,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/G.B-2,E3,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH1/SH/BG.1-2,E3,2-Jan,2-Jan,0,0,0,0,0,0,0,0,0,0,1,
E3/TH1/SH/BG.1-3,E3,3-Jan,3-Jan,0,0,0,0,0,0,0,0,0,0,1,
E3/TH1/SH/BG.1-3;B-2,E3,1-3;B-2,1-3;B-2,0,0,0,0,0,0,0,0,0,0,1,
E3/TH1/SH/BG.2-3;1-2,E3,2-3;1-2,2-3;1-2,0,0,0,0,0,0,0,0,0,0,1,
E3/TH1/SH/BG.2-H(NR)(UR);B-1,E3,2-H;B-1,2-H;B-1,0,0,0,0,0,0,0,0,1,0,1,
E3/TH1/SH/BG.3-H;1-3;B-2,E3,3-H;1-3;B-2,3-H;1-3;B-2,0,0,0,0,0,0,0,0,1,0,1,
E3/TH2.2-H(UR);1-3,E3,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/BG.1-2,E3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/BG.1-2,E3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/BG.1-3;B-2,E3,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.1-2,E3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.1-2;B-1,E3,1-2;B-1,1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.1-3,E3,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.1-3;B-1,E3,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.1-3;B-2,E3,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.2-3;1-2,E3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G.2-H;1X3(75),E3,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(NR);1-2,E3,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(NR);1-3,E3,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(NR)(UR);1-2,E3,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(NR)(UR);1-3;B-2,E3,2-H;1-3;B-2,2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(UR);1-2,E3,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.2-H(UR);1-3(E7/THH);B-2,E3,2-H;1-3;B-2,2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H;1-2,E3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H;1-3,E3,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H(NR)(UR);2-3;1-2,E3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H(UR);1-2,E3,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H(UR);1-3;B-2,E3,3-H;1-3;B-2,3-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G.3-H(UR)(NR);2-3;1-2,E3,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/TH2/FO/G/MREV.1-2,E3,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/FO/G/MREV.2-3;1-2,E3,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E3/TH2/G/R616.2-3;1X2(16);B-1,E3,2-3;B-1,2-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E3/THH/FO/G.3-H(UR);2-H(UR)(NR);1-2,E3,3-H;2-H;1-2,3-H;2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E3/THH/FO/G.3-H(UR)(NR);2-H(UR)(NR);1-3,E3,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4.1-3;B-1,E4,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4.1-3;B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/BG,E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G-.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G-.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-2;B-1,E4,1-2;B-1,1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-3;B-1,E4,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-3;B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-3;B-2(TH),E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-3(E4/TH);B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-3(E9);B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.1-H(UR)(E8/TH);B-2,E4,1-H;B-2,1-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.1X3(65),E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.2-3;1-2;B-1,E4,2-3;1-2;B-1,2-3;1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G.2-H(NR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(NR);1-2;B-1,E4,2-H;1-2;B-1,2-H;1-2;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(NR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(NR)(UR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(NR)(UR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(NR)(UR);1-3;B-1,E4,2-H;1-3;B-1,2-H;1-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(UR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(UR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.2-H(UR)(NR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;1-3;B-1,E4,3-H;1-3;B-1,3-H;1-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;2-H(NR);1-2,E4,3-H;2-H;1-2,3-H;2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;2-H(NR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;2-H(UR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H;2-H(UR)(NR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(NR)(UR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(NR)(UR);2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(UR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(UR);2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(UR);2-H(UR);1-2,E4,3-H;2-H;1-2,3-H;2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G.3-H(UR)(NR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/G/MREV.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G/TH.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G+.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G+.1-3;B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/FO/G+.3-H;1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/FO/TH2/G-.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G-.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G-.3-H;2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G-.3-H(UR)(NR),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G-.B-1,E4,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-2;B-1,E4,1-2;B-1,1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-3;B-1,E4,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-3;B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-3;BX2(956),E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-3(E4/TH),E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1-3(E4/TH);B-1,E4,1-3;B-1,1-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.1X3(45),E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/G.2-3;1-2;B-1,E4,2-3;1-2;B-1,2-3;1-2;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.2-3;1-2;BX2(63),E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G.2-3;1X2(36),E4,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
E4/G.2-3;B-1,E4,2-3;B-1,2-3;B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.2-H(E4/TH)(NR)(UR);B-2,E4,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR);B-2,E4,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR);B-2(E9/TH),E4,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR)(UR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR)(UR);1-3;B-2(E9/TH),E4,2-H;1-3;B-2,2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR)(UR);1XH(42),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(NR)(UR);B-1,E4,2-H;B-1,2-H;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR);1-H(NR)(UR),E4,2-H;1-H,2-H;1-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR);B-2(THH),E4,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR);1-3,E4,2-H;1-3,2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR);1-3;B-2(E4/TH),E4,2-H;1-3;B-2,2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR);B-2(E4/TH),E4,2-H;B-2,2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2-H(UR)(NR);BX2(4263/TH),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.2XH(42);1-2,E4,;1-2,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G.3-H;1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;1-3;B-2,E4,3-H;1-3;B-2,3-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-3,E4,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-H(NR)(UR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-H(NR)(UR);1-3;B-2,E4,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-H(UR);BX2(93),E4,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-H(UR)(NR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H;2-H(UR)(NR);BX2(4526),E4,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR);B-2,E4,3-H;B-2,3-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);1-2;B-1,E4,3-H;1-2;B-1,3-H;1-2;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-3;B-1,E4,3-H;2-3;B-1,3-H;2-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(NR)(UR),E4,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(NR)(UR);1-2,E4,3-H;2-H;1-2,3-H;2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(NR)(UR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(NR)(UR);B-2(TH),E4,3-H;2-H;B-2,3-H;2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(UR)(NR),E4,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(NR)(UR);2-H(UR)(NR);B-1,E4,3-H;2-H;B-1,3-H;2-H;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR);1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR);2-3,E4,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR);B-2,E4,3-H;B-2,3-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-3;B-1,E4,3-H;2-3;B-1,3-H;2-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-H(E4/TH)(UR)(NR);B-1,E4,3-H;2-H;B-1,3-H;2-H;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-H(NR),E4,3-H;2-H,3-H;2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-H(UR)(NR);1-3,E4,3-H;2-H;1-3,3-H;2-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-H(UR)(NR);1-3;B-1,E4,3-H;2-H;1-3;B-1,3-H;2-H;1-3;B-1,1,0,0,0,0,0,0,0,1,0,0,
E4/G.3-H(UR)(NR);2-H(UR)(NR);B-2,E4,3-H;2-H;B-2,3-H;2-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G.B-1,E4,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G.B-2,E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G.B-2(E4/TH),E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G.B-2(E4/TH1),E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G.B-3(E6/TH),E4,B-3,B-3,1,0,0,0,0,0,0,0,0,0,0,
E4/G.BX2(46),E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/G/MREV,E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/G/MREV.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G/MREV.2-H(NR)(UR);BX2(96),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G/MREV.3-H;BX2(84),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G/MREV.B-2,E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G/R2.2-H(NR)(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G/TH.2-H(NR)(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G/TH.3-H(UR)(NR);2-H(UR)(NR);1-3;B-2,E4,3-H;2-H;1-3;B-2,3-H;2-H;1-3;B-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G/TH1.B-1,E4,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G+.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G+.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/G+.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/G+.2-H(NR)(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.2-H(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.2-H(UR)(NR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.3-H;1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.3-H;2-3,E4,3-H;2-3,3-H;2-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.3-H(NR)(UR);1-2,E4,3-H;1-2,3-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.3-H(UR);2-3;1-2,E4,3-H;2-3;1-2,3-H;2-3;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.3-H(UR)(NR);1-3,E4,3-H;1-3,3-H;1-3,1,0,0,0,0,0,0,0,1,0,0,
E4/G+.B-1,E4,B-1,B-1,1,0,0,0,0,0,0,0,0,0,0,
E4/G4M.2-H(NR)(UR),E4,2-H,2-H,1,0,0,0,0,0,0,0,1,0,0,
E4/L,E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/L-,E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/L-.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/L-.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/L.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/L.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/L.2-3,E4,3-Feb,3-Feb,1,0,0,0,0,0,0,0,0,0,0,
E4/L.2-3;1-2,E4,2-3;1-2,2-3;1-2,1,0,0,0,0,0,0,0,0,0,0,
E4/L.2-H(UR);1-2,E4,2-H;1-2,2-H;1-2,1,0,0,0,0,0,0,0,1,0,0,
E4/L.3-H(NR)(UR),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/L.B-2,E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/L+.B-2,E4,B-2,B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/P-,E4,,,1,0,0,0,0,0,0,0,0,0,0,
E4/P-.3-H(NR)(UR),E4,3-H,3-H,1,0,0,0,0,0,0,0,1,0,0,
E4/P.1-2,E4,2-Jan,2-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/P.1-3,E4,3-Jan,3-Jan,1,0,0,0,0,0,0,0,0,0,0,
E4/P.1-3;B-2,E4,1-3;B-2,1-3;B-2,1,0,0,0,0,0,0,0,0,0,0,
E4/P.1-H(NR)(UR),E4,1-H,1-H,1,0,0,0,0,0,0,0,1,0,0,
E4/P.1-H(NR)(UR);B-2,E4,1-H;B-2,1-H;B-2,1,0,0,0,0,0,0,0,1,0,0,
